issue title,link,filtering type
Tweak config for mode=max-autotune/reduce-overhead,https://github.com/pytorch/pytorch/pull/94659,Step 1: Feature requests and general help requests
Checkout torchbench with only needed models,https://github.com/pytorch/pytorch/pull/94578,Step 1: Feature requests and general help requests
[BE] [3/3] Rewrite `super()` calls in test,https://github.com/pytorch/pytorch/pull/94592,Step 1: Feature requests and general help requests
[inductor] Persistent reductions,https://github.com/pytorch/pytorch/pull/92267,Step 1: Feature requests and general help requests
inductor: fix customer op _convolution_pointwise_.binary functional error at AOTAutograd,https://github.com/pytorch/pytorch/pull/94581,Step 3: Issue not related to correctness bugs
inductor: add functionalization pass for customer mkldnn_convolution_pointwise_binary_ inplace op,https://github.com/pytorch/pytorch/pull/94172,Step 1: Feature requests and general help requests
[BE] Apply almost all remaining flake8-comprehension checks,https://github.com/pytorch/pytorch/pull/94676,Step 1: Feature requests and general help requests
fix functionalization resize stride compute,https://github.com/pytorch/pytorch/pull/94018,Step 3: Issue not related to correctness bugs
[Dynamo] Fix bug of calling super from class extended from metaclass,https://github.com/pytorch/pytorch/pull/94547,Step 3: Issue not related to correctness bugs
"`TypeError: super(type, obj): obj must be an instance or subtype of type` has no type error in training with EAGER backend",https://github.com/pytorch/pytorch/issues/94299,Step 3: Issue not related to correctness bugs
[BE] [1/3] Rewrite `super()` calls in caffe2 and benchmarks,https://github.com/pytorch/pytorch/pull/94587,Step 1: Feature requests and general help requests
don't warn on explicit  fallback in inductor,https://github.com/pytorch/pytorch/pull/94643,Step 1: Feature requests and general help requests
"Mobile Upgrader Is Unusable, Preventing Making Updates to Operators ",https://github.com/pytorch/pytorch/issues/92092,Step 3: Issue not related to correctness bugs
Move ValueRanges into its own module,https://github.com/pytorch/pytorch/pull/94528,Step 1: Feature requests and general help requests
"set/get cuda rng, unblock Xiaodong, probably not sound to land cause of autograd concerns downtream...",https://github.com/pytorch/pytorch/pull/94126,Step 1: Feature requests and general help requests
Put back,https://github.com/pytorch/pytorch/pull/93292,Step 1: Feature requests and general help requests
[do not review] [not for land] GUARDS HACK,https://github.com/pytorch/pytorch/pull/93083,Step 1: Feature requests and general help requests
[WIP] Hacky name unmangling,https://github.com/pytorch/pytorch/pull/91816,Step 1: Feature requests and general help requests
[WIP] [Do not review] use shape_env for source of truth for inductor sizevars,https://github.com/pytorch/pytorch/pull/90140,Step 1: Feature requests and general help requests
Get CI passing,https://github.com/pytorch/pytorch/pull/89773,Step 1: Feature requests and general help requests
wip,https://github.com/pytorch/pytorch/pull/90127,Step 1: Feature requests and general help requests
Purge MINIFIER_SPAWNED,https://github.com/pytorch/pytorch/pull/90089,Step 1: Feature requests and general help requests
[WIP] Test invariant,https://github.com/pytorch/pytorch/pull/90049,Step 1: Feature requests and general help requests
Voz/89695 test fixes,https://github.com/pytorch/pytorch/pull/89700,Step 3: Issue not related to correctness bugs
Unit test fixes,https://github.com/pytorch/pytorch/pull/89703,Step 3: Issue not related to correctness bugs
inductor: fix guard_equals,https://github.com/pytorch/pytorch/pull/94506,Step 3: Issue not related to correctness bugs
[Inductor] [CPU] Accuracy failure in torchbench model hf_BigBird,https://github.com/pytorch/pytorch/issues/94268,Studied Dataset (Confirmed Correctness Bug)
[Inductor] Enable fusion of mutation ops in narrow cases,https://github.com/pytorch/pytorch/pull/94110,Step 1: Feature requests and general help requests
torch.compile doesn't seem to work with DataParallel,https://github.com/pytorch/pytorch/issues/94636,Step 3: Issue not related to correctness bugs
INTERNAL ASSERT FAILED in `torch.compile` when the input tensor of `torch.clamp` has `requires_grad=True`,https://github.com/pytorch/pytorch/issues/93225,Step 3: Issue not related to correctness bugs
[BE] Enable more flake8-comprehensions checks,https://github.com/pytorch/pytorch/pull/94601,Step 1: Feature requests and general help requests
Configuration through kwargs rather than `torchdynamo.config`,https://github.com/pytorch/pytorch/issues/93729,Step 1: Feature requests and general help requests
`setup.py develop` does not properly recompile when version of pytorch changes,https://github.com/pytorch/pytorch/issues/93754,Step 3: Issue not related to correctness bugs
Use TorchDynamo to capture optimizers,https://github.com/pytorch/pytorch/issues/93758,Step 1: Feature requests and general help requests
"Common benchmarking infrastructure for Torchbench, TIMM and huggingFace",https://github.com/pytorch/pytorch/issues/93767,Step 3: Issue not related to correctness bugs
Mitigate broken test_coalesce_reference_cycle test on dynamo,https://github.com/pytorch/pytorch/pull/94622,Step 1: Feature requests and general help requests
[BE] [2/3] Rewrite `super()` calls in functorch and torch,https://github.com/pytorch/pytorch/pull/94588,Step 1: Feature requests and general help requests
Autotune pointwise/reduction in max_autotune mode,https://github.com/pytorch/pytorch/pull/94556,Step 1: Feature requests and general help requests
[WIP] Dispatch Friendly collectives,https://github.com/pytorch/pytorch/pull/93379,Step 1: Feature requests and general help requests
nicer lowering output name?,https://github.com/pytorch/pytorch/pull/94460,Step 1: Feature requests and general help requests
Run test_torchinductor*.py with implicit_fallbacks=False,https://github.com/pytorch/pytorch/pull/94039,Step 1: Feature requests and general help requests
Pass input tensor __dict__ along to placeholder nodes,https://github.com/pytorch/pytorch/pull/94080,Step 1: Feature requests and general help requests
[BE] Modernize PyTorch even more for 3.8 with pyupgrade,https://github.com/pytorch/pytorch/pull/94520,Step 1: Feature requests and general help requests
Support capturing fully qualified name of a submodule,https://github.com/pytorch/pytorch/issues/93771,Step 1: Feature requests and general help requests
Running Model demucs got killed with no exception thrown at Backend,https://github.com/pytorch/pytorch/issues/93775,Step 3: Issue not related to correctness bugs
add compile reason in InstructionTranslator RETURN_VALUE (#94176),https://github.com/pytorch/pytorch/pull/94367,Step 1: Feature requests and general help requests
[fx] Fix matching args,https://github.com/pytorch/pytorch/pull/94375,Step 3: Issue not related to correctness bugs
[BE] Merge with statements together,https://github.com/pytorch/pytorch/pull/94423,Step 1: Feature requests and general help requests
Set torch.backends.cudnn.enabled to false when testing accuracy,https://github.com/pytorch/pytorch/pull/94363,Step 2: Issue not discussing a bug within torch.compile
port sparse_mm.reduce to pytorch and optimize it on CPU,https://github.com/pytorch/pytorch/pull/83727,Step 1: Feature requests and general help requests
Add config option to reduce warnings in inductor,https://github.com/pytorch/pytorch/pull/94413,Step 1: Feature requests and general help requests
Don't throw tf32 warning if no nodes in graph are matmuls + fp32 + cuda,https://github.com/pytorch/pytorch/pull/94561,Step 1: Feature requests and general help requests
[BE] Rewrite `super()` call syntax,https://github.com/pytorch/pytorch/pull/94584,Step 1: Feature requests and general help requests
teach inductor to handle floor,https://github.com/pytorch/pytorch/pull/94341,Step 1: Feature requests and general help requests
inductor: don't do transpose vectoriztion if input ld depends on most inner var,https://github.com/pytorch/pytorch/pull/94493,Step 1: Feature requests and general help requests
[Inductor] [CPU] Accuracy failure in timm model eca_halonext26ts,https://github.com/pytorch/pytorch/issues/94269,Studied Dataset (Confirmed Correctness Bug)
Renamed passes to options in torch.compile,https://github.com/pytorch/pytorch/pull/94500,Step 1: Feature requests and general help requests
Assert TensorBox produced by lowering and add [Note: Inductor IR],https://github.com/pytorch/pytorch/pull/94361,Step 1: Feature requests and general help requests
Dynamo Export use fake tensor,https://github.com/pytorch/pytorch/pull/94276,Step 1: Feature requests and general help requests
[quant] Add quantize and dequantize operators to decomposition table,https://github.com/pytorch/pytorch/pull/93312,Step 1: Feature requests and general help requests
[inductor] Fix a conv stride assertion,https://github.com/pytorch/pytorch/pull/94405,Step 3: Issue not related to correctness bugs
[quant][fx] Change prepare_fx and convert_fx to preserve the GraphModule type of input,https://github.com/pytorch/pytorch/pull/94412,Step 1: Feature requests and general help requests
Support for DistributedDataParallel (DDP) based Multi-GPU Training in TorchDynamo,https://github.com/pytorch/pytorch/issues/93773,Step 1: Feature requests and general help requests
Dynamo: Support ConstantVariable (comparison_op) SymNodeVariable,https://github.com/pytorch/pytorch/pull/94519,Step 1: Feature requests and general help requests
[pt2] Fix multiple races in log folder,https://github.com/pytorch/pytorch/pull/93407,Step 3: Issue not related to correctness bugs
Ptx error too much parameter space from legacy_senet154,https://github.com/pytorch/pytorch/issues/93802,Step 3: Issue not related to correctness bugs
Jetson updates needed for CI,https://github.com/pytorch/pytorch/pull/93410,Step 1: Feature requests and general help requests
[BE] Prefer dash over underscore in command-line options,https://github.com/pytorch/pytorch/pull/94505,Step 1: Feature requests and general help requests
Exporting the operator ::col2im to ONNX opset version 11 is not supported,https://github.com/pytorch/pytorch/issues/84408,Step 2: Issue not discussing a bug within torch.compile
"[BE] Import `Literal`, `Protocol`, and `Final` from standard library `typing` as of Python 3.8+",https://github.com/pytorch/pytorch/pull/94490,Step 1: Feature requests and general help requests
test_inductor test.sh fix,https://github.com/pytorch/pytorch/pull/92833,Step 3: Issue not related to correctness bugs
test_assertRaisesRegex_ignore_msg_non_native_device_cuda: SyntaxError: invalid syntax,https://github.com/pytorch/pytorch/issues/93591,Step 3: Issue not related to correctness bugs
added aten.log_normal_ decomp,https://github.com/pytorch/pytorch/pull/91674,Step 3: Issue not related to correctness bugs
[RFC] [Inductor] decompose aten.log_normal_,https://github.com/pytorch/pytorch/issues/91275,Step 1: Feature requests and general help requests
